eBird species code 2018,sort v2018,category,English name,scientific name,range,order,family,eBird species group,extinct,extinct year,,,,,,,,,,,,,,,,,,,
,18469.0,subspecies,,Lalage melaschistos avensis,"W China to c and s Myanmar, n Thailand and n Vietnam",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18470.0,subspecies,,Lalage melaschistos intermedia,C and s China and Taiwan; >Indochina,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18471.0,subspecies,,Lalage melaschistos saturata,N Vietnam and Hainan; >Indochina,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
bkhcus1,18472.0,species,Black-headed Cuckooshrike,Lalage melanoptera,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18473.0,subspecies,,Lalage melanoptera melanoptera,breeds northern India (n Punjab and Uttar Pradesh); >Myanmar,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18474.0,subspecies,,Lalage melanoptera sykesi,"central and southern India, and Sri Lanka",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
lescus1,18475.0,species,Lesser Cuckooshrike,Lalage fimbriata,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18476.0,subspecies,,Lalage fimbriata neglecta,S Myanmar and peninsular Thailand,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18477.0,subspecies,,Lalage fimbriata culminata,S Malay Peninsula,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18478.0,subspecies,,Lalage fimbriata schierbrandi,Sumatra and Borneo,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18479.0,subspecies,,Lalage fimbriata compta,Simeulue and Siberut islands (off w Sumatra),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18480.0,subspecies,,Lalage fimbriata fimbriata,Java and Bali,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
indcus1,18481.0,species,Indochinese Cuckooshrike,Lalage polioptera,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18482.0,subspecies,,Lalage polioptera jabouillei,N Vietnam,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18483.0,subspecies,,Lalage polioptera indochinensis,"Myanmar to c Thailand, c Laos and s Vietnam",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18484.0,subspecies,,Lalage polioptera polioptera,"S Myanmar to s Thailand, Cambodia and s Laos",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
trille1,18485.0,spuh,Lalage sp.,Lalage sp.,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
pygcus1,18486.0,species,Pygmy Cuckooshrike,Celebesia abbotti,"High montane forests of n, c and se Sulawesi",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
halcus1,18487.0,species,Halmahera Cuckooshrike,Celebesia parvula,Halmahera (n Moluccas),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
blucus1,18488.0,species,Blue Cuckooshrike,Cyanograucalus azureus,"Sierra Leone to Gabon, Democratic Republic of the Congo and sw Uganda; Bioko I.",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
neccus1,18489.0,species,New Caledonian Cuckooshrike,Analisoma analis,New Caledonia,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
blacus1,18490.0,species,Blackish Cuckooshrike,Analisoma coerulescens,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18491.0,subspecies,,Analisoma coerulescens coerulescens,N Philippines (lowlands of Luzon and Catanduanes),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18492.0,subspecies,,Analisoma coerulescens deschauenseei,Marinduque (n Philippines),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18493.0,subspecies,,Analisoma coerulescens altera,Formerly Cebu (c Philippines). Extinct,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,1,xxxx,,,,,,,,,,,,,,,,,,,
whwcus1,18494.0,species,White-winged Cuckooshrike,Analisoma ostenta,"C Philippines (Guimaras, Negros and Panay)",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
bkbcus2,18495.0,species,Black-bellied Cicadabird,Edolisoma montanum,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18496.0,subspecies,,Edolisoma montanum montanum,Montane forests of New Guinea,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18497.0,subspecies,,Edolisoma montanum bicinia,Montane forests in Sepik River region of New Guinea,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
pagcus1,18498.0,species,Pale Cicadabird,Edolisoma ceramense,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18499.0,subspecies,,Edolisoma ceramense ceramense,"S Moluccas (Seram, Buru and Boano)",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18500.0,subspecies,,Edolisoma ceramense hoogerwerfi,Obi (s Moluccas),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
kaicus1,18501.0,species,Kai Cicadabird,Edolisoma dispar,Lowlands of Kai Islands (s Ceram Sea),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
sumcus1,18502.0,species,Pale-shouldered Cicadabird,Edolisoma dohertyi,"Lesser Sundas (Sumbawa, Flores and Sumba)",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
bkbcus1,18503.0,species,Black-bibbed Cuckooshrike,Edolisoma mindanense,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18504.0,subspecies,,Edolisoma mindanense lecroyae,Luzon (n Philippines),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18505.0,subspecies,,Edolisoma mindanense elusum,Mindoro (Philippines),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18506.0,subspecies,,Edolisoma mindanense ripleyi,"Philippines (Bohol, Samar, Biliran and Leyte)",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18507.0,subspecies,,Edolisoma mindanense mindanense,S Philippines (Mindanao and Basilan),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18508.0,subspecies,,Edolisoma mindanense everetti,"Sulu Archipelago (Bongao, Jolo, Lapac and Tawitawi)",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
mancic1,18509.0,species,Manus Cicadabird,Edolisoma admiralitatis,Manus I. (Admiralty Islands),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
cicada7,18510.0,species,Makira Cicadabird,Edolisoma salomonis,Makira (Solomon Islands),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
soicus1,18511.0,species,Solomons Cuckooshrike,Edolisoma holopolium,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
solcuc1,18512.0,group (polytypic),Solomons Cuckooshrike (Solomon),Edolisoma holopolium holopolium/tricolor,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18513.0,subspecies,,Edolisoma holopolium holopolium,"Bougainville, Choiseul, Buka, Guadalcanal and Santa Isabel",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18514.0,subspecies,,Edolisoma holopolium tricolor,Malaita (Solomon Islands),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
solcuc2,18515.0,group (monotypic),Solomons Cuckooshrike (New Georgia),Edolisoma holopolium pygmaeum,Solomon Islands (Kolombangara and Vangunu),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
papcus1,18516.0,species,Papuan Cicadabird,Edolisoma incertum,"Montane forests of New Guinea, Yapen and w Papuan islands",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
sulcus2,18517.0,species,Sulawesi Cicadabird,Edolisoma morio,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18518.0,subspecies,,Edolisoma morio talautense,"Talaud Islands (Salebabu, Karakelong and Kaburuang)",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18519.0,subspecies,,Edolisoma morio salvadorii,Sangihe I. (off n Sulawesi),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18520.0,subspecies,,Edolisoma morio morio,"Sulawesi, Lembeh, Muna, Tomea, Kabaena and Butung islands",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
sulcus1,18521.0,species,Sula Cicadabird,Edolisoma sula,"Lowlands of Sula Islands (Talibau, Seho, Mangole and Sanana)",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
cicada1,18522.0,species,Common Cicadabird,Edolisoma tenuirostre,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
cicada2,18523.0,group (polytypic),Common Cicadabird (Common),Edolisoma tenuirostre [tenuirostre Group],,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18524.0,subspecies,,Edolisoma tenuirostre edithae,S Sulawesi,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18525.0,subspecies,,Edolisoma tenuirostre emancipatum,Tanahjampea I. (Flores Sea),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18526.0,subspecies,,Edolisoma tenuirostre kalaotuae,Kalaotoa I. (Flores Sea),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18527.0,subspecies,,Edolisoma tenuirostre pererratum,Tukangbesi Islands (Kaledupa and Tomea),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18528.0,subspecies,,Edolisoma tenuirostre pelingi,Banggai Islands (Peleng and Banggai),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18529.0,subspecies,,Edolisoma tenuirostre grayi,"N Moluccas (Morotai, Halmahera, Ternate, Tidore and Bacan)",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18530.0,subspecies,,Edolisoma tenuirostre obiense,central Moluccas (Obi and Bisa),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18531.0,subspecies,,Edolisoma tenuirostre amboinense,S Moluccas (Ambon and Seram),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18532.0,subspecies,,Edolisoma tenuirostre timoriense,E Lesser Sundas (Lomblen and Timor),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18533.0,subspecies,,Edolisoma tenuirostre aruense,Aru Islands and Trans-Fly lowlands of s New Guinea,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18534.0,subspecies,,Edolisoma tenuirostre nehrkorni,Waigeo I. (New Guinea),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18535.0,subspecies,,Edolisoma tenuirostre muellerii,"Kofiau and Misool is., New Guinea and D'Entrecasteaux Arch.",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18536.0,subspecies,,Edolisoma tenuirostre numforanum,Numfor I. (New Guinea),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18537.0,subspecies,,Edolisoma tenuirostre meyerii,Biak I. (New Guinea),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18538.0,subspecies,,Edolisoma tenuirostre tagulanum,Louisiade Archipelago (Tagula and Misima),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18539.0,subspecies,,Edolisoma tenuirostre rooki,Umboi (Bismarck Archipelago),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18540.0,subspecies,,Edolisoma tenuirostre heinrothi,New Britain and Duke of York I. (Bismarck Archipelago),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18541.0,subspecies,,Edolisoma tenuirostre matthiae,St. Matthias Islands (Bismarck Archipelago),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18542.0,subspecies,,Edolisoma tenuirostre ultima,"Bismarck Archipelago (Tabar, Lihir and Tanga)",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18543.0,subspecies,,Edolisoma tenuirostre rostratum,Rossel (Solomon Islands),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18544.0,subspecies,,Edolisoma tenuirostre erythropygium,"Solomon Islands (Guadalcanal, Malaita, Florida and Savo)",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18545.0,subspecies,,Edolisoma tenuirostre saturatius,N and c Solomon Islands,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18546.0,subspecies,,Edolisoma tenuirostre nisorium,Solomon Islands (Pavuvu and Russell Group),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18547.0,subspecies,,Edolisoma tenuirostre melvillense,"N Australia (Arnhem Land, N Territory to Cape York Peninsula)",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18548.0,subspecies,,Edolisoma tenuirostre tenuirostre,E Australia (ne Queensland to se Victoria),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
cicada6,18549.0,group (monotypic),Common Cicadabird (Gray-capped),Edolisoma tenuirostre remotus,"Bismarck Arch. (New Ireland, New Hanover, Dyaul and Feni Is.)",Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
cicada4,18550.0,group (monotypic),Common Cicadabird (Palau),Edolisoma tenuirostre monacha,Palau Islands (w Caroline Islands),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
cicada5,18551.0,group (monotypic),Common Cicadabird (Yap),Edolisoma tenuirostre nesiotis,Yap (w Caroline Islands),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
cicada3,18552.0,group (monotypic),Common Cicadabird (Pohnpei),Edolisoma tenuirostre insperatum,Pohnpei (Caroline Islands),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
gyhcus1,18553.0,species,Gray-headed Cicadabird,Edolisoma schisticeps,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18554.0,subspecies,,Edolisoma schisticeps schisticeps,Misool I. and Salawati I. and nw New Guinea,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18555.0,subspecies,,Edolisoma schisticeps reichenowi,N New Guinea (Geelvink Bay to Sepik flood-plain),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18556.0,subspecies,,Edolisoma schisticeps poliopsa,S New Guinea (Kapare River to Astrolabe Mts.),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18557.0,subspecies,,Edolisoma schisticeps vittatum,D'Entrecasteaux Archipelago (Fergusson and Goodenough),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
negcus1,18558.0,species,Black Cicadabird,Edolisoma melan,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18559.0,subspecies,,Edolisoma melan waigeuense,Waigeo I. (New Guinea),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18560.0,subspecies,,Edolisoma melan tommasonis,Yapen I. (New Guinea),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18561.0,subspecies,,Edolisoma melan melan,Salawati I. and w New Guinea,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18562.0,subspecies,,Edolisoma melan meeki,E New Guinea,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18563.0,subspecies,,Edolisoma melan goodsoni,Aru Islands (New Guinea),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
,18564.0,subspecies,,Edolisoma melan batantae,Batanta I. (New Guinea),Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
edolis1,18565.0,spuh,Edolisoma sp.,Edolisoma sp.,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
cuckoo4,18566.0,spuh,cuckooshrike sp.,Campephagidae sp.,,Passeriformes,Campephagidae (Cuckooshrikes),Cuckooshrikes,,,,,,,,,,,,,,,,,,,,,
blksit1,18567.0,species,Black Sittella,Daphoenositta miranda,,Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
,18568.0,subspecies,,Daphoenositta miranda frontalis,Mountains of nw New Guinea,Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
,18569.0,subspecies,,Daphoenositta miranda kuboriensis,Central Highlands of ne New Guinea,Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
,18570.0,subspecies,,Daphoenositta miranda miranda,Mountains of se New Guinea,Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
varsit2,18571.0,species,Varied Sittella,Daphoenositta chrysoptera,,Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
varsit1,18572.0,group (polytypic),Varied Sittella (Papuan),Daphoenositta chrysoptera [papuensis Group],,Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
,18573.0,subspecies,,Daphoenositta chrysoptera papuensis,W New Guinea (Arfak Mountains),Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
,18574.0,subspecies,,Daphoenositta chrysoptera wahgiensis,New Guinea (Mt. Hagen region),Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
,18575.0,subspecies,,Daphoenositta chrysoptera toxopeusi,NW New Guinea (Snow Mountains),Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
,18576.0,subspecies,,Daphoenositta chrysoptera intermedia,New Guinea (Nassau Mountains),Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
,18577.0,subspecies,,Daphoenositta chrysoptera alba,Central mountains of New Guinea,Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
,18578.0,subspecies,,Daphoenositta chrysoptera albifrons,Montane forests of se New Guinea,Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
varsit3,18579.0,group (monotypic),Varied Sittella (White-winged),Daphoenositta chrysoptera leucoptera,"N Australia (Fitzroy R., Western Australia to nw Queensland",Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
varsit4,18580.0,group (monotypic),Varied Sittella (Striated),Daphoenositta chrysoptera striata,N Queensland (Cape York Peninsula),Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
varsit5,18581.0,group (monotypic),Varied Sittella (White-headed),Daphoenositta chrysoptera leucocephala,E Queensland (Repulse Bay to Brisbane),Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
varsit6,18582.0,group (monotypic),Varied Sittella (Orange-winged),Daphoenositta chrysoptera chrysoptera,SE Australia (south-central Queensland to Victoria),Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
varsit7,18583.0,group (monotypic),Varied Sittella (Black-capped),Daphoenositta chrysoptera pileata,S Australia (North West Cape to w NSW and w Victoria),Passeriformes,Neosittidae (Sittellas),Sittellas,,,,,,,,,,,,,,,,,,,,,
watplo1,18584.0,species,Wattled Ploughbill,Eulacestoma nigropectus,,Passeriformes,Eulacestomatidae (Ploughbill),Ploughbill,,,,,,,,,,,,,,,,,,,,,
,18585.0,subspecies,,Eulacestoma nigropectus clara,Central Highlands of New Guinea,Passeriformes,Eulacestomatidae (Ploughbill),Ploughbill,,,,,,,,,,,,,,,,,,,,,
,18586.0,subspecies,,Eulacestoma nigropectus nigropectus,Mountains of se New Guinea,Passeriformes,Eulacestomatidae (Ploughbill),Ploughbill,,,,,,,,,,,,,,,,,,,,,
crstit1,18587.0,species,Crested Shrike-tit,Falcunculus frontatus,,Passeriformes,Falcunculidae (Shrike-tit),Shrike-tit,,,,,,,,,,,,,,,,,,,,,
cresht1,18588.0,group (monotypic),Crested Shrike-tit (Eastern),Falcunculus frontatus frontatus,SE Australia (c Qld. to s Victoria and se South Australia),Passeriformes,Falcunculidae (Shrike-tit),Shrike-tit,,,,,,,,,,,,,,,,,,,,,
cresht2,18589.0,group (monotypic),Crested Shrike-tit (Western),Falcunculus frontatus leucogaster,Southwest Western Australia,Passeriformes,Falcunculidae (Shrike-tit),Shrike-tit,,,,,,,,,,,,,,,,,,,,,
cresht3,18590.0,group (monotypic),Crested Shrike-tit (Northern),Falcunculus frontatus whitei,N Australia (Kimberley to Arnhem Land and far nw Qld.),Passeriformes,Falcunculidae (Shrike-tit),Shrike-tit,,,,,,,,,,,,,,,,,,,,,
ruspit1,18591.0,species,Rusty Pitohui,Pseudorectes ferrugineus,,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,,,,,,,,,,,,,,,,,,,,,
,18592.0,subspecies,,Pseudorectes ferrugineus leucorhyncha,Waigeo I. (New Guinea),Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,,,,,,,,,,,,,,,,,,,,,
,18593.0,subspecies,,Pseudorectes ferrugineus fuscus,Batanta I. (New Guinea),Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,,,,,,,,,,,,,,,,,,,,,
,18594.0,subspecies,,Pseudorectes ferrugineus brevipennis,Aru Islands (New Guinea),Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,,,,,,,,,,,,,,,,,,,,,
,18595.0,subspecies,,Pseudorectes ferrugineus ferrugineus,"NW New Guinea, Misool and Salawati islands",Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,,,,,,,,,,,,,,,,,,,,,
,18596.0,subspecies,,Pseudorectes ferrugineus holerythrus,N New Guinea and Yapen I.,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,,,,,,,,,,,,,,,,,,,,,
,18597.0,subspecies,,Pseudorectes ferrugineus clarus,SE New Guinea,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,,,,,,,,,,,,,,,,,,,,,
